gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction,p_Human_NHP,p_Human_Mouse,p_NHP_Mouse
GEN1,8.190196,0.016654,4.525744,2.016858,2.607889,0.060185,Human highest,0.049407,0.025794,1.0
SHC1,8.190196,0.016654,3.51529,1.543316,1.939639,0.060185,Human highest,0.049407,0.025794,1.0
CCNF,8.183251,0.016712,3.747128,2.885637,2.133695,0.060299,Human highest,0.178527,0.013729,1.0
FZD6,8.183251,0.016712,3.723512,0.23473,0.899058,0.060299,Human highest,0.178527,0.013729,1.0
RGS20,8.172549,0.016802,4.779794,7.037401,5.909556,0.060299,NHP highest,0.01303,0.245261,0.243057
ATN1,8.172549,0.016802,5.152131,6.587177,5.894521,0.060299,NHP highest,0.01303,0.245261,0.243057
ARHGEF25,8.172549,0.016802,4.512168,6.783591,5.881504,0.060299,NHP highest,0.01303,0.245261,0.243057
OPTN,8.172549,0.016802,6.687763,3.757308,4.901022,0.060299,Human highest,0.01303,0.245261,0.243057
SRCIN1,8.172549,0.016802,6.599348,7.964238,7.591542,0.060299,NHP highest,0.01303,0.245261,0.243057
BFSP1,8.172549,0.016802,2.686181,0.50803,1.271733,0.060299,Human highest,0.01303,0.245261,0.243057
FBXO42,8.172549,0.016802,7.04772,5.706503,6.216665,0.060299,Human highest,0.01303,0.245261,0.243057
EIF4G2,8.172549,0.016802,5.485532,8.418479,7.403218,0.060299,NHP highest,0.01303,0.245261,0.243057
AGO2,8.172549,0.016802,6.026218,7.225968,6.683198,0.060299,NHP highest,0.01303,0.245261,0.243057
ULK4,8.172549,0.016802,7.441992,6.539271,6.901342,0.060299,Human highest,0.01303,0.245261,0.243057
CCNO,8.172549,0.016802,3.012542,1.313981,1.785371,0.060299,Human highest,0.01303,0.245261,0.243057
SLC27A5,8.172549,0.016802,3.300111,0.349635,1.661228,0.060299,Human highest,0.01303,0.245261,0.243057
HIBCH,8.172549,0.016802,5.899925,3.797018,4.566046,0.060299,Human highest,0.01303,0.245261,0.243057
RAD51B,8.172549,0.016802,5.004902,1.07443,2.577279,0.060299,Human highest,0.01303,0.245261,0.243057
XRCC5,8.172549,0.016802,6.89771,4.482912,5.357849,0.060299,Human highest,0.01303,0.245261,0.243057
DNAJB5,8.172549,0.016802,2.643098,6.540561,4.767724,0.060299,NHP highest,0.01303,0.245261,0.243057
DCC,8.172549,0.016802,9.622567,8.458087,9.057375,0.060299,Human highest,0.01303,0.245261,0.243057
TOMM34,8.172549,0.016802,3.60716,6.153499,5.221755,0.060299,NHP highest,0.01303,0.245261,0.243057
MGLL,8.172549,0.016802,4.935823,6.264332,5.672377,0.060299,NHP highest,0.01303,0.245261,0.243057
PPCS,8.172549,0.016802,3.846502,2.372187,3.042235,0.060299,Human highest,0.01303,0.245261,0.243057
NFE2L2,8.172549,0.016802,4.77055,0.988031,2.580116,0.060299,Human highest,0.01303,0.245261,0.243057
CDK20,8.172549,0.016802,3.845204,2.459118,3.104092,0.060299,Human highest,0.01303,0.245261,0.243057
GRIK1,8.172549,0.016802,5.296344,3.025202,4.273346,0.060299,Human highest,0.01303,0.245261,0.243057
ANKRD55,8.172549,0.016802,3.787285,0.54899,1.947485,0.060299,Human highest,0.01303,0.245261,0.243057
PPIB,8.172549,0.016802,4.214606,5.842402,5.212555,0.060299,NHP highest,0.01303,0.245261,0.243057
ARRDC3,8.172549,0.016802,3.699903,4.839104,4.368505,0.060299,NHP highest,0.01303,0.245261,0.243057
GPR17,8.164052,0.016873,0.11076,0.655752,0.363057,0.060377,NHP highest,0.013943,0.175781,0.339333
GPI,8.164052,0.016873,7.583952,6.830507,7.191932,0.060377,Human highest,0.013943,0.175781,0.339333
MAGED2,8.164052,0.016873,3.629999,2.71024,3.055957,0.060377,Human highest,0.013943,0.175781,0.339333
ZC3H13,8.164052,0.016873,6.50415,7.427409,7.043474,0.060377,NHP highest,0.013943,0.175781,0.339333
PACS2,8.164052,0.016873,5.862664,3.969189,4.59207,0.060377,Human highest,0.013943,0.175781,0.339333
MCC,8.164052,0.016873,3.91865,5.318001,4.836526,0.060377,NHP highest,0.013943,0.175781,0.339333
SUGP2,8.164052,0.016873,7.578558,5.94172,6.500532,0.060377,Human highest,0.013943,0.175781,0.339333
ZFP64,8.164052,0.016873,5.152174,4.176667,4.704785,0.060377,Human highest,0.013943,0.175781,0.339333
WDR49,8.164052,0.016873,3.077043,0.436983,1.315783,0.060377,Human highest,0.013943,0.175781,0.339333
CLK4,8.164052,0.016873,6.45044,5.655216,5.8483,0.060377,Human highest,0.013943,0.175781,0.339333
ACER2,8.164052,0.016873,5.095952,1.674842,2.880546,0.060377,Human highest,0.013943,0.175781,0.339333
FGFR1,8.164052,0.016873,3.914877,1.975617,2.570016,0.060377,Human highest,0.013943,0.175781,0.339333
MRPL37,8.160784,0.016901,3.924513,3.761008,4.475782,0.060431,Mouse highest,1.0,0.096513,0.052427
TSG101,8.160784,0.016901,5.581788,5.515333,5.814258,0.060431,Mouse highest,1.0,0.096513,0.052427
METTL16,8.160784,0.016901,5.331053,5.198097,5.848314,0.060431,Mouse highest,1.0,0.096513,0.052427
NUPR1,8.154774,0.016952,0.516088,0.269841,0.120019,0.060579,Human highest,0.637233,0.013969,0.818576
KBTBD12,8.153129,0.016966,4.923515,0.504792,1.418058,0.060579,Human highest,0.179939,0.013955,1.0
WLS,8.144444,0.017039,3.662351,4.135197,5.013486,0.060579,Mouse highest,1.0,0.031339,0.182311
RAB3B,8.144444,0.017039,2.168004,2.175217,3.316886,0.060579,Mouse highest,1.0,0.031339,0.182311
ALDH7A1,8.143137,0.017051,4.360594,4.796508,4.867474,0.060579,Mouse highest,0.18041,0.014031,1.0
ANK1,8.143137,0.017051,2.552644,4.178182,4.226689,0.060579,Mouse highest,0.18041,0.014031,1.0
CDH18,8.143137,0.017051,10.513621,6.760555,7.583686,0.060579,Human highest,0.18041,0.014031,1.0
EIF2S2,8.143137,0.017051,4.948221,7.01547,6.798404,0.060579,NHP highest,0.18041,0.014031,1.0
ASIC2,8.143137,0.017051,10.779419,10.294821,10.201027,0.060579,Human highest,0.18041,0.014031,1.0
ITGB6,8.143137,0.017051,0.873118,2.217359,2.402316,0.060579,Mouse highest,0.18041,0.014031,1.0
LRRC8C,8.143137,0.017051,6.543311,5.803277,5.688594,0.060579,Human highest,0.18041,0.014031,1.0
DST,8.143137,0.017051,9.345064,8.46625,8.479836,0.060579,Human highest,0.18041,0.014031,1.0
PAPPA2,8.143137,0.017051,5.255112,0.844895,1.72616,0.060579,Human highest,0.18041,0.014031,1.0
MXRA8,8.143137,0.017051,0.519167,1.052693,1.154023,0.060579,Mouse highest,0.18041,0.014031,1.0
MKRN2OS,8.143137,0.017051,2.758549,0.485491,0.811766,0.060579,Human highest,0.18041,0.014031,1.0
CEP57,8.143137,0.017051,6.584559,4.319599,4.684251,0.060579,Human highest,0.18041,0.014031,1.0
ABHD15,8.143137,0.017051,0.530653,1.176684,1.311601,0.060579,Mouse highest,0.18041,0.014031,1.0
CCDC125,8.143137,0.017051,5.229812,1.426423,2.167287,0.060579,Human highest,0.18041,0.014031,1.0
GXYLT2,8.143137,0.017051,3.808126,3.043874,2.9102,0.060579,Human highest,0.18041,0.014031,1.0
RBMX2,8.143137,0.017051,4.021095,3.278658,3.257821,0.060579,Human highest,0.18041,0.014031,1.0
TEX30,8.143137,0.017051,2.812414,2.35716,2.269402,0.060579,Human highest,0.18041,0.014031,1.0
FAM81A,8.143137,0.017051,7.230599,8.086563,8.082975,0.060579,NHP highest,0.18041,0.014031,1.0
GNB1,8.143137,0.017051,7.603828,9.027268,9.031114,0.060579,Mouse highest,0.18041,0.014031,1.0
UBE2D1,8.143137,0.017051,4.611356,5.994742,5.846402,0.060579,NHP highest,0.18041,0.014031,1.0
CMPK2,8.143137,0.017051,1.787236,4.232621,3.846689,0.060579,NHP highest,0.18041,0.014031,1.0
PIGP,8.143137,0.017051,3.201018,4.817009,4.898002,0.060579,Mouse highest,0.18041,0.014031,1.0
PAX9,8.142282,0.017058,0.040619,0.0,0.00855,0.06059,Human highest,0.036952,0.034586,1.0
CHRNA10,8.137274,0.017101,1.747489,0.211755,0.515271,0.060712,Human highest,0.061411,0.022915,1.0
PRMT7,8.137274,0.017101,5.551538,4.921449,3.561291,0.060712,Human highest,0.061411,0.022915,1.0
DLX5,8.117628,0.017269,0.090807,0.071796,0.366504,0.060863,Mouse highest,1.0,0.086566,0.059763
IRX6,8.113151,0.017308,0.333577,0.265574,0.081528,0.060863,Human highest,1.0,0.048104,0.110244
STXBP6,8.111765,0.01732,6.800804,8.148372,7.232176,0.060863,NHP highest,0.015946,0.875096,0.066711
SMARCA1,8.111765,0.01732,5.545138,6.107734,5.684623,0.060863,NHP highest,0.015946,0.875096,0.066711
ACACB,8.111765,0.01732,2.813291,0.796702,1.881069,0.060863,Human highest,0.015946,0.875096,0.066711
MFN2,8.111765,0.01732,5.111723,6.907186,6.009379,0.060863,NHP highest,0.015946,0.875096,0.066711
ENAH,8.111765,0.01732,7.008302,7.775643,7.234034,0.060863,NHP highest,0.015946,0.875096,0.066711
JPH1,8.111765,0.01732,6.783481,7.523047,6.907923,0.060863,NHP highest,0.015946,0.875096,0.066711
KCNV1,8.111765,0.01732,5.319901,6.814571,5.745604,0.060863,NHP highest,0.015946,0.875096,0.066711
ENPP3,8.111765,0.01732,1.755096,0.411777,1.501584,0.060863,Human highest,0.015946,0.875096,0.066711
PRKAG1,8.111765,0.01732,5.50286,4.880288,5.497633,0.060863,Human highest,0.015946,0.875096,0.066711
SLC19A3,8.111765,0.01732,1.505345,0.640391,1.199207,0.060863,Human highest,0.015946,0.875096,0.066711
NOS1AP,8.111765,0.01732,7.421001,8.027089,7.610325,0.060863,NHP highest,0.015946,0.875096,0.066711
FBP1,8.111765,0.01732,1.81617,0.404526,1.273766,0.060863,Human highest,0.015946,0.875096,0.066711
BZW2,8.111765,0.01732,6.300128,6.506676,6.093593,0.060863,NHP highest,0.315369,0.875096,0.014061
NUCKS1,8.111765,0.01732,6.794807,8.593993,7.788542,0.060863,NHP highest,0.015946,0.875096,0.066711
UEVLD,8.111765,0.01732,4.70302,4.074107,5.240934,0.060863,Mouse highest,0.315369,0.875096,0.014061
RIN1,8.111765,0.01732,4.05399,5.929662,4.7259,0.060863,NHP highest,0.015946,0.875096,0.066711
MRO,8.111765,0.01732,1.380622,0.684918,1.173509,0.060863,Human highest,0.015946,0.875096,0.066711
DGKI,8.111111,0.017326,9.824496,9.382827,9.14481,0.060863,Human highest,0.425285,0.013315,1.0
ZSCAN26,8.111111,0.017326,5.505813,6.302636,6.508274,0.060863,Mouse highest,0.425285,0.013315,1.0
MPND,8.111111,0.017326,2.887197,3.878229,4.420085,0.060863,Mouse highest,0.425285,0.013315,1.0
TIGD5,8.111111,0.017326,1.260089,1.751952,2.20641,0.060863,Mouse highest,0.425285,0.013315,1.0
FAM227A,8.111111,0.017326,5.008999,4.604157,4.464962,0.060863,Human highest,0.425285,0.013315,1.0
PDE6A,8.111111,0.017326,1.963822,3.031587,3.501849,0.060863,Mouse highest,0.425285,0.013315,1.0
SEC24C,8.111111,0.017326,4.684987,4.997747,5.140142,0.060863,Mouse highest,0.425285,0.013315,1.0
OSGEPL1,8.111111,0.017326,3.343229,3.905996,4.099106,0.060863,Mouse highest,0.425285,0.013315,1.0
TNPO2,8.111111,0.017326,5.369365,5.854232,5.958239,0.060863,Mouse highest,0.425285,0.013315,1.0
SLC45A1,8.111111,0.017326,4.546189,4.894896,5.064326,0.060863,Mouse highest,0.425285,0.013315,1.0
ZNF653,8.111111,0.017326,3.458843,4.27384,4.47827,0.060863,Mouse highest,0.425285,0.013315,1.0
TMEM25,8.105747,0.017372,4.922175,4.185276,3.054732,0.060863,Human highest,0.146153,0.015242,1.0
ACMSD,8.097386,0.017445,4.096303,0.606275,1.248151,0.060863,Human highest,0.062345,0.023365,1.0
VLDLR,8.097386,0.017445,4.395989,6.81151,5.692857,0.060863,NHP highest,0.013943,0.558317,0.108307
MPPE1,8.097386,0.017445,5.576351,3.960813,4.180492,0.060863,Human highest,0.062345,0.023365,1.0
EID2,8.097386,0.017445,3.553521,5.727069,4.291928,0.060863,NHP highest,0.013943,0.558317,0.108307
ZNF608,8.097386,0.017445,5.386443,6.462574,6.369829,0.060863,NHP highest,0.062345,0.023365,1.0
NRBP2,8.097386,0.017445,6.011922,4.99989,4.910119,0.060863,Human highest,0.062345,0.023365,1.0
ACAD8,8.097386,0.017445,4.667502,3.86167,3.944403,0.060863,Human highest,0.062345,0.023365,1.0
POLQ,8.097386,0.017445,4.475894,2.957935,2.974234,0.060863,Human highest,0.062345,0.023365,1.0
FGF12,8.097386,0.017445,10.770648,9.720024,9.942614,0.060863,Human highest,0.062345,0.023365,1.0
ABTB2,8.097386,0.017445,3.006249,0.486855,1.621508,0.060863,Human highest,0.013943,0.558317,0.108307
IHH,8.097386,0.017445,0.075101,0.301923,0.258633,0.060863,NHP highest,0.062345,0.023365,1.0
B9D1,8.097386,0.017445,5.471166,3.654455,4.825148,0.060863,Human highest,0.013943,0.558317,0.108307
PTER,8.097386,0.017445,1.088418,3.205582,3.520446,0.060863,Mouse highest,0.062345,0.023365,1.0
GPR158,8.097386,0.017445,8.249322,9.419971,8.592414,0.060863,NHP highest,0.013943,0.558317,0.108307
PHLDB1,8.097386,0.017445,2.778025,3.952464,3.945791,0.060863,NHP highest,0.062345,0.023365,1.0
RBBP9,8.097386,0.017445,2.466103,4.763334,4.286107,0.060863,NHP highest,0.062345,0.023365,1.0
FAM83H,8.097386,0.017445,2.326797,1.248552,1.330724,0.060863,Human highest,0.062345,0.023365,1.0
TBCEL,8.097386,0.017445,5.429913,5.931088,5.587574,0.060863,NHP highest,0.013943,0.558317,0.108307
INHBB,8.097386,0.017445,0.109799,2.200935,1.826478,0.060863,NHP highest,0.062345,0.023365,1.0
SAMD5,8.097386,0.017445,5.727822,3.986884,5.016425,0.060863,Human highest,0.013943,0.558317,0.108307
SNAPC4,8.097386,0.017445,4.795829,4.273353,4.301146,0.060863,Human highest,0.062345,0.023365,1.0
RPL7L1,8.097386,0.017445,5.636913,4.802988,4.793964,0.060863,Human highest,0.062345,0.023365,1.0
WIPF3,8.097386,0.017445,6.375836,8.096445,7.215807,0.060863,NHP highest,0.013943,0.558317,0.108307
APP,8.097386,0.017445,9.459012,10.154119,9.681262,0.060863,NHP highest,0.013943,0.558317,0.108307
MED16,8.097386,0.017445,2.961126,4.884674,4.518623,0.060863,NHP highest,0.062345,0.023365,1.0
SMPD1,8.097386,0.017445,3.407793,5.536174,5.161562,0.060863,NHP highest,0.062345,0.023365,1.0
SMCO3,8.097386,0.017445,0.163003,3.186926,2.446981,0.060863,NHP highest,0.062345,0.023365,1.0
ZAR1L,8.097386,0.017445,0.310738,2.124096,1.690987,0.060863,NHP highest,0.062345,0.023365,1.0
ABCA5,8.097386,0.017445,7.611111,5.862226,6.159492,0.060863,Human highest,0.062345,0.023365,1.0
CSTF2,8.097386,0.017445,3.803369,6.293415,5.243515,0.060863,NHP highest,0.013943,0.558317,0.108307
C2CD2L,8.097386,0.017445,4.824908,7.596153,6.476213,0.060863,NHP highest,0.013943,0.558317,0.108307
CLOCK,8.094118,0.017474,6.91506,7.366509,7.251408,0.060863,NHP highest,0.028558,0.047849,1.0
ZC2HC1C,8.094118,0.017474,2.258437,0.763874,1.150274,0.060863,Human highest,0.028558,0.047849,1.0
TEX2,8.094118,0.017474,5.7896,6.185037,6.106132,0.060863,NHP highest,0.028558,0.047849,1.0
KLHL38,8.094118,0.017474,0.101032,0.797661,0.591341,0.060863,NHP highest,0.028558,0.047849,1.0
ELOVL2,8.094118,0.017474,2.412212,3.415741,3.249538,0.060863,NHP highest,0.028558,0.047849,1.0
GUCA1B,8.094118,0.017474,4.0509,1.513238,1.98037,0.060863,Human highest,0.028558,0.047849,1.0
SPATA7,8.094118,0.017474,7.154688,6.197887,6.147007,0.060863,Human highest,0.028558,0.047849,1.0
SCRN3,8.094118,0.017474,5.317433,4.564861,4.676034,0.060863,Human highest,0.028558,0.047849,1.0
MAP2K5,8.094118,0.017474,8.199312,6.191339,6.7334,0.060863,Human highest,0.028558,0.047849,1.0
ZBTB24,8.094118,0.017474,3.148977,3.748716,3.631665,0.060863,NHP highest,0.028558,0.047849,1.0
ANKRD16,8.094118,0.017474,5.623916,4.679045,4.868056,0.060863,Human highest,0.028558,0.047849,1.0
BOP1,8.094118,0.017474,3.151303,4.714378,4.302794,0.060863,NHP highest,0.028558,0.047849,1.0
RARA,8.094118,0.017474,4.109386,2.711697,2.925911,0.060863,Human highest,0.028558,0.047849,1.0
SERPINF1,8.094118,0.017474,4.010072,0.15862,1.154945,0.060863,Human highest,0.028558,0.047849,1.0
ARHGAP36,8.094118,0.017474,0.026076,0.309996,0.165903,0.060863,NHP highest,0.028558,0.047849,1.0
UAP1L1,8.094118,0.017474,2.928716,1.595703,1.958303,0.060863,Human highest,0.028558,0.047849,1.0
RCOR3,8.094118,0.017474,7.244164,4.56915,5.348476,0.060863,Human highest,0.028558,0.047849,1.0
TMEM200B,8.089782,0.017512,0.786757,0.029689,0.187998,0.06098,Human highest,0.033477,0.040078,1.0
GIMAP4,8.087676,0.01753,0.365795,0.060671,0.121858,0.06103,Human highest,0.03092,0.043842,1.0
INSM2,8.078161,0.017614,0.781294,0.118162,0.180297,0.061182,Human highest,0.077049,0.020726,1.0
DRC7,8.078161,0.017614,1.352501,0.558448,0.541623,0.061182,Human highest,0.077049,0.020726,1.0
RFX6,8.076382,0.017629,1.001036,0.015957,0.361674,0.061182,Human highest,0.01753,0.106859,0.57088
GPR63,8.07591,0.017633,5.519559,0.633098,1.752365,0.061182,Human highest,0.147403,0.015487,1.0
TACR1,8.066013,0.017721,2.5379,0.916132,1.396029,0.061182,Human highest,0.020749,0.07805,0.771491
SPTSSA,8.066013,0.017721,4.215218,5.12086,5.449018,0.061182,Mouse highest,0.14782,0.01557,1.0
SLC23A3,8.066013,0.017721,0.506662,2.009676,2.13159,0.061182,Mouse highest,0.14782,0.01557,1.0
MBP,8.066013,0.017721,6.73177,6.789117,6.206559,0.061182,NHP highest,1.0,0.07805,0.06849
KANSL1,8.066013,0.017721,8.844469,8.116638,8.308454,0.061182,Human highest,0.020749,0.07805,0.771491
RAPGEF3,8.066013,0.017721,1.751143,1.221445,1.059606,0.061182,Human highest,0.14782,0.01557,1.0
RPUSD2,8.066013,0.017721,2.60676,1.372369,1.668725,0.061182,Human highest,0.020749,0.07805,0.771491
CYTIP,8.066013,0.017721,0.144953,0.373229,0.703897,0.061182,Mouse highest,0.14782,0.01557,1.0
CHSY3,8.066013,0.017721,9.477122,7.02244,7.42327,0.061182,Human highest,0.14782,0.01557,1.0
REXO1,8.066013,0.017721,4.375874,5.686614,5.352434,0.061182,NHP highest,0.020749,0.07805,0.771491
STXBP1,8.066013,0.017721,8.480138,9.54143,9.235,0.061182,NHP highest,0.020749,0.07805,0.771491
AIFM3,8.066013,0.017721,3.234056,5.16716,4.972534,0.061182,NHP highest,0.14782,0.01557,1.0
ANXA4,8.066013,0.017721,4.98779,0.803857,2.103601,0.061182,Human highest,0.020749,0.07805,0.771491
NIM1K,8.066013,0.017721,6.863618,5.775243,6.163699,0.061182,Human highest,0.020749,0.07805,0.771491
PDC,8.066013,0.017721,3.572977,0.15204,0.968339,0.061182,Human highest,0.020749,0.07805,0.771491
HTR7,8.066013,0.017721,2.182358,4.194873,3.339738,0.061182,NHP highest,0.020749,0.07805,0.771491
KCNQ5,8.066013,0.017721,11.114306,10.047138,10.054105,0.061182,Human highest,0.14782,0.01557,1.0
SH3BP1,8.066013,0.017721,2.829477,3.723545,3.837905,0.061182,Mouse highest,0.14782,0.01557,1.0
NOX1,8.066013,0.017721,1.395836,2.613759,2.237314,0.061182,NHP highest,0.020749,0.07805,0.771491
RNF144A,8.066013,0.017721,8.26599,5.881312,6.309834,0.061182,Human highest,0.14782,0.01557,1.0
COG1,8.066013,0.017721,5.628343,3.716362,4.315546,0.061182,Human highest,0.020749,0.07805,0.771491
LAPTM4A,8.066013,0.017721,3.961501,6.102425,5.915048,0.061182,NHP highest,0.14782,0.01557,1.0
ART3,8.066013,0.017721,5.83314,1.358589,2.741415,0.061182,Human highest,0.020749,0.07805,0.771491
MORN2,8.066013,0.017721,2.298515,4.734547,4.000203,0.061182,NHP highest,0.020749,0.07805,0.771491
CTSO,8.066013,0.017721,1.994914,3.095845,3.179763,0.061182,Mouse highest,0.14782,0.01557,1.0
CAPN1,8.066013,0.017721,4.513644,3.56485,3.81598,0.061182,Human highest,0.020749,0.07805,0.771491
TCOF1,8.066013,0.017721,4.019222,4.770189,4.824151,0.061182,Mouse highest,0.14782,0.01557,1.0
PDZRN4,8.066013,0.017721,5.303362,8.375811,8.326129,0.061182,NHP highest,0.14782,0.01557,1.0
EML5,8.066013,0.017721,7.003669,7.435522,7.307811,0.061182,NHP highest,0.020749,0.07805,0.771491
ARSB,8.066013,0.017721,5.762226,7.387224,6.836372,0.061182,NHP highest,0.020749,0.07805,0.771491
DENND4A,8.066013,0.017721,8.262617,7.118284,7.288139,0.061182,Human highest,0.14782,0.01557,1.0
CTRL,8.062397,0.017753,1.261858,0.651374,0.522679,0.061264,Human highest,0.118858,0.016904,1.0
IST1,8.062397,0.017753,5.650777,5.191965,3.697724,0.061264,Human highest,0.118858,0.016904,1.0
BDKRB2,8.061186,0.017764,3.227823,0.133366,0.922386,0.061286,Human highest,0.016953,0.118236,0.521893
IMPG2,8.056209,0.017808,3.243008,3.166932,2.280728,0.061366,Human highest,1.0,0.039747,0.144655
POC5,8.056209,0.017808,4.973585,4.913393,4.382779,0.061366,Human highest,1.0,0.039747,0.144655
LMOD1,8.056209,0.017808,1.171023,1.226702,2.77607,0.061366,Mouse highest,1.0,0.039747,0.144655
SNTA1,8.056209,0.017808,5.313575,5.379368,6.132736,0.061366,Mouse highest,1.0,0.039747,0.144655
RCE1,8.056209,0.017808,3.738192,3.922057,4.264645,0.061366,Mouse highest,1.0,0.039747,0.144655
IRF6,8.053202,0.017835,0.033856,0.038834,0.349396,0.061429,Mouse highest,1.0,0.049291,0.11235
GRIN2A,8.053202,0.017835,10.499184,10.450304,6.856563,0.061429,Human highest,1.0,0.049291,0.11235
VSIG10,8.038562,0.017966,3.329012,0.348175,0.887492,0.061618,Human highest,0.078143,0.021143,1.0
PHC3,8.038562,0.017966,7.534093,6.319836,6.508779,0.061618,Human highest,0.078143,0.021143,1.0
LPIN1,8.038562,0.017966,6.548015,4.712872,5.073404,0.061618,Human highest,0.078143,0.021143,1.0
ARSA,8.038562,0.017966,4.196892,3.903951,3.288678,0.061618,Human highest,1.0,0.021143,0.367581
GID4,8.038562,0.017966,3.984993,5.671378,5.327598,0.061618,NHP highest,0.078143,0.021143,1.0
MPHOSPH9,8.038562,0.017966,7.509588,6.217452,6.404555,0.061618,Human highest,0.078143,0.021143,1.0
GPC4,8.038562,0.017966,3.767778,5.122267,4.962707,0.061618,NHP highest,0.078143,0.021143,1.0
SF1,8.038562,0.017966,6.845324,6.537767,6.277084,0.061618,Human highest,1.0,0.021143,0.367581
KLC1,8.038562,0.017966,7.207407,8.224944,8.060635,0.061618,NHP highest,0.078143,0.021143,1.0
SHARPIN,8.038562,0.017966,4.004248,4.352497,4.695033,0.061618,Mouse highest,1.0,0.021143,0.367581
ARMC7,8.038562,0.017966,3.015802,3.721496,3.92702,0.061618,Mouse highest,0.078143,0.021143,1.0
FAM193B,8.038562,0.017966,6.159349,5.576991,5.634031,0.061618,Human highest,0.078143,0.021143,1.0
PUS7L,8.038562,0.017966,5.989583,2.070351,2.83262,0.061618,Human highest,0.078143,0.021143,1.0
PYROXD2,8.038562,0.017966,2.002535,0.400933,0.510922,0.061618,Human highest,0.078143,0.021143,1.0
TGM6,8.038562,0.017966,0.694694,0.475025,1.432557,0.061618,Mouse highest,1.0,0.189611,0.032595
CRIP1,8.038562,0.017966,0.076958,0.518587,0.531613,0.061618,Mouse highest,0.078143,0.021143,1.0
PLAT,8.038562,0.017966,2.171754,4.77456,4.469788,0.061618,NHP highest,0.078143,0.021143,1.0
