gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction,p_Human_NHP,p_Human_Mouse,p_NHP_Mouse
PLEKHA1,8.578431,0.013716,7.479905,6.248097,6.270044,0.052751,Human highest,0.315369,0.010205,1.0
CASP2,8.578431,0.013716,3.827062,3.174747,3.055608,0.052751,Human highest,0.315369,0.010205,1.0
TNPO1,8.578431,0.013716,7.746917,6.75589,6.676106,0.052751,Human highest,0.315369,0.010205,1.0
TXNRD1,8.578431,0.013716,6.522704,5.516269,5.331167,0.052751,Human highest,0.315369,0.010205,1.0
FAM216A,8.578431,0.013716,4.857174,5.367983,5.518942,0.052751,Mouse highest,0.315369,0.010205,1.0
DYNC1I1,8.578431,0.013716,9.225414,8.333213,8.325186,0.052751,Human highest,0.315369,0.010205,1.0
SH3BGRL,8.578431,0.013716,6.424971,6.079499,5.787874,0.052751,Human highest,0.315369,0.010205,1.0
C3AR1,8.578431,0.013716,1.01562,0.324324,0.257855,0.052751,Human highest,0.315369,0.010205,1.0
SP8,8.575706,0.013734,0.031706,0.076116,0.329468,0.052809,Mouse highest,1.0,0.016735,0.312188
WDR83,8.571895,0.013761,4.058391,4.160881,4.891994,0.052868,Mouse highest,1.0,0.045698,0.082136
HAX1,8.571895,0.013761,4.48633,4.820355,5.39263,0.052868,Mouse highest,1.0,0.045698,0.082136
PCBD2,8.571895,0.013761,4.32375,4.284716,5.100097,0.052868,Mouse highest,1.0,0.045698,0.082136
TMEM182,8.566749,0.013796,2.795258,0.029689,0.757399,0.05299,Human highest,0.018471,0.052726,0.889072
P2RX5,8.560134,0.013842,0.0,0.100743,1.580588,0.053152,Mouse highest,0.484451,0.010683,0.959245
SEBOX,8.5378,0.013997,0.001418,0.09108,0.739235,0.053735,Mouse highest,0.657965,0.011628,0.725524
TGFBI,8.508067,0.014207,0.993346,0.09435,0.201555,0.054525,Human highest,0.164025,0.011515,1.0
PGLYRP2,8.504311,0.014234,1.26963,0.029689,0.20385,0.054599,Human highest,0.048208,0.020616,1.0
ADGRG3,8.504311,0.014234,0.413841,0.029689,0.088164,0.054599,Human highest,0.048208,0.020616,1.0
AQP9,8.49727,0.014284,2.798847,0.060671,0.456404,0.054777,Human highest,0.032912,0.028512,1.0
ACRV1,8.488421,0.014347,1.675775,0.087753,0.319393,0.054994,Human highest,0.320895,0.010722,1.0
HTR5A,8.487582,0.014353,3.32901,3.604659,2.428434,0.054994,NHP highest,1.0,0.144834,0.02989
DAZAP1,8.487582,0.014353,5.127532,4.837485,5.461539,0.054994,Mouse highest,1.0,0.144834,0.02989
TINAGL1,8.485726,0.014366,0.054325,0.349326,0.205502,0.054994,NHP highest,0.013406,0.106732,0.475846
GJA5,8.477778,0.014424,0.121476,0.686687,0.546759,0.054994,NHP highest,0.030403,0.031339,1.0
MXD3,8.477778,0.014424,2.797225,1.202606,1.483101,0.054994,Human highest,0.030403,0.031339,1.0
PITPNM2,8.477778,0.014424,7.137305,8.038949,7.838365,0.054994,NHP highest,0.030403,0.031339,1.0
EPM2AIP1,8.477778,0.014424,3.981789,6.632155,5.916844,0.054994,NHP highest,0.030403,0.031339,1.0
MROH8,8.477778,0.014424,5.049228,2.939281,3.436814,0.054994,Human highest,0.030403,0.031339,1.0
NBEAL1,8.477778,0.014424,7.146424,5.896742,6.180182,0.054994,Human highest,0.030403,0.031339,1.0
RLF,8.477778,0.014424,7.088241,6.216666,6.405823,0.054994,Human highest,0.030403,0.031339,1.0
ATP1B2,8.477778,0.014424,0.835999,6.855,5.05656,0.054994,NHP highest,0.030403,0.031339,1.0
DBP,8.477778,0.014424,3.684162,5.523397,5.209883,0.054994,NHP highest,0.030403,0.031339,1.0
ARHGEF17,8.477778,0.014424,5.294294,6.598686,6.341876,0.054994,NHP highest,0.030403,0.031339,1.0
C1QTNF4,8.477778,0.014424,4.828399,6.495185,6.476789,0.054994,NHP highest,0.030403,0.031339,1.0
MAPK9,8.477778,0.014424,6.504038,7.149734,6.990369,0.054994,NHP highest,0.030403,0.031339,1.0
KCTD7,8.477778,0.014424,5.193218,2.698721,3.291841,0.054994,Human highest,0.030403,0.031339,1.0
SMARCA2,8.477778,0.014424,8.198395,9.070725,8.870587,0.054994,NHP highest,0.030403,0.031339,1.0
ABHD6,8.477778,0.014424,5.590097,6.964875,6.704441,0.054994,NHP highest,0.030403,0.031339,1.0
TPM1,8.477778,0.014424,6.331712,8.201954,7.761857,0.054994,NHP highest,0.030403,0.031339,1.0
CAV1,8.477778,0.014424,1.616999,2.07091,1.974256,0.054994,NHP highest,0.030403,0.031339,1.0
YARS2,8.477778,0.014424,5.195036,3.512924,3.72599,0.054994,Human highest,0.030403,0.031339,1.0
RAG2,8.463338,0.014528,0.993917,0.105592,0.106178,0.055362,Human highest,0.148027,0.012157,1.0
CD48,8.461642,0.01454,0.247436,0.133411,0.063435,0.055362,Human highest,0.73881,0.012558,0.65779
DNAJB7,8.461642,0.01454,1.043994,0.100743,0.090007,0.055362,Human highest,0.208225,0.011278,1.0
ASZ1,8.459016,0.01456,0.878198,0.015957,0.180507,0.055362,Human highest,0.041243,0.024104,1.0
SLC22A12,8.458947,0.01456,0.015296,0.433205,0.054294,0.055362,NHP highest,0.014363,0.994401,0.049158
PKLR,8.459016,0.01456,1.876623,0.015957,0.429731,0.055362,Human highest,0.041243,0.024104,1.0
HS3ST3A1,8.459016,0.01456,2.326366,0.022876,0.616582,0.055362,Human highest,0.041243,0.024104,1.0
ZSWIM8,8.45817,0.014566,5.815169,5.952878,6.187907,0.055362,Mouse highest,1.0,0.019113,0.282031
METTL21C,8.45817,0.014566,1.011879,0.854934,0.329194,0.055362,Human highest,1.0,0.019113,0.282031
AVP,8.45817,0.014566,1.548927,1.926394,3.076597,0.055362,Mouse highest,1.0,0.019113,0.282031
RASD1,8.45817,0.014566,4.72081,3.545707,2.620839,0.055362,Human highest,1.0,0.019113,0.282031
TAF3,8.45817,0.014566,5.820424,5.954097,6.180411,0.055362,Mouse highest,1.0,0.019113,0.282031
DNAJC22,8.45685,0.014575,0.864352,0.031402,0.236311,0.055384,Human highest,0.024128,0.041279,1.0
PCDHGB5,8.446493,0.014651,0.0,1.012262,0.152502,0.055642,NHP highest,0.012932,0.782692,0.064095
PCDHGB6,8.446493,0.014651,0.0,0.668132,0.153235,0.055642,NHP highest,0.012932,0.782692,0.064095
LUC7L,8.440722,0.014693,6.885014,6.542535,4.517945,0.055774,Human highest,0.261168,0.011104,1.0
PDPR,8.440722,0.014693,5.369128,4.790465,3.263351,0.055774,Human highest,0.261168,0.011104,1.0
ENTPD8,8.435398,0.014733,0.051668,0.0,0.002649,0.055864,Human highest,0.056089,0.019526,1.0
CYTL1,8.435398,0.014733,0.05807,0.0,0.002649,0.055864,Human highest,0.056089,0.019526,1.0
FCER1A,8.435398,0.014733,0.080711,0.0,0.001236,0.055864,Human highest,0.056089,0.019526,1.0
CAPZA3,8.435398,0.014733,0.099683,0.0,0.001236,0.055864,Human highest,0.056089,0.019526,1.0
RTP4,8.433581,0.014746,0.002297,0.818279,0.426905,0.055901,NHP highest,0.01787,0.064572,0.781775
RAB37,8.420915,0.01484,5.308205,0.469476,2.482551,0.056109,Human highest,0.011364,0.45016,0.116574
WNT7A,8.420915,0.01484,2.773686,0.128641,1.566314,0.056109,Human highest,0.011364,0.45016,0.116574
NNMT,8.420915,0.01484,2.234523,0.711024,1.709971,0.056109,Human highest,0.011364,0.45016,0.116574
ITGA2B,8.420915,0.01484,3.320446,2.162422,2.967157,0.056109,Human highest,0.011364,0.45016,0.116574
AKIP1,8.420915,0.01484,4.249461,1.361308,2.660902,0.056109,Human highest,0.011364,0.45016,0.116574
CHST2,8.420915,0.01484,2.794254,5.743959,4.517504,0.056109,NHP highest,0.011364,0.45016,0.116574
SLC27A1,8.420915,0.01484,5.296311,4.183264,4.996451,0.056109,Human highest,0.011364,0.45016,0.116574
HEATR4,8.420915,0.01484,5.237896,0.809286,2.587759,0.056109,Human highest,0.011364,0.45016,0.116574
VDAC1,8.420915,0.01484,5.925044,8.334294,7.403425,0.056109,NHP highest,0.011364,0.45016,0.116574
KITLG,8.420915,0.01484,6.043742,7.32877,6.507114,0.056109,NHP highest,0.011364,0.45016,0.116574
PCDHGC3,8.416604,0.014872,0.0,0.363046,0.073755,0.056216,NHP highest,0.018735,1.0,0.033422
CEP55,8.41456,0.014887,0.871376,0.075596,0.389777,0.056259,Human highest,0.011299,0.253625,0.210379
NEU4,8.409652,0.014923,0.765505,0.267039,0.224299,0.056382,Human highest,0.262918,0.011295,1.0
DRG1,8.399346,0.015,4.454342,6.300997,6.292016,0.056439,NHP highest,0.263502,0.011359,1.0
METTL14,8.399346,0.015,4.722598,4.179577,4.029604,0.056439,Human highest,0.263502,0.011359,1.0
YIPF5,8.399346,0.015,4.697248,6.240134,6.29858,0.056439,Mouse highest,0.263502,0.011359,1.0
THRB,8.399346,0.015,9.966395,9.006814,8.930834,0.056439,Human highest,0.263502,0.011359,1.0
RBM48,8.399346,0.015,5.213269,4.204811,4.101901,0.056439,Human highest,0.263502,0.011359,1.0
IKBKE,8.399346,0.015,1.15945,0.556059,0.516794,0.056439,Human highest,0.263502,0.011359,1.0
STMN3,8.399346,0.015,6.328071,7.977477,8.136544,0.056439,Mouse highest,0.263502,0.011359,1.0
GTPBP4,8.399346,0.015,4.139705,5.466926,5.326647,0.056439,NHP highest,0.263502,0.011359,1.0
DUSP23,8.399346,0.015,1.370577,3.200464,3.600926,0.056439,Mouse highest,0.263502,0.011359,1.0
GJB3,8.399346,0.015,1.175338,0.181294,0.135143,0.056439,Human highest,0.263502,0.011359,1.0
GAL3ST3,8.399346,0.015,2.201066,5.436252,4.964019,0.056439,NHP highest,0.263502,0.011359,1.0
SENP8,8.399346,0.015,3.412539,4.964708,5.181134,0.056439,Mouse highest,0.263502,0.011359,1.0
UBE4A,8.399346,0.015,5.698363,5.977519,6.117936,0.056439,Mouse highest,0.263502,0.011359,1.0
WHAMM,8.399346,0.015,3.770138,4.187552,4.370279,0.056439,Mouse highest,0.263502,0.011359,1.0
TCF19,8.399346,0.015,0.216271,2.052042,2.132339,0.056439,Mouse highest,0.263502,0.011359,1.0
TXN2,8.399346,0.015,3.977352,6.062038,6.179842,0.056439,Mouse highest,0.263502,0.011359,1.0
MTNR1B,8.39598,0.015026,0.638984,0.068677,0.116006,0.05652,Human highest,0.04551,0.023411,1.0
SNCG,8.388712,0.01508,4.91225,0.074403,1.39215,0.056711,Human highest,0.015862,0.084742,0.618416
CLYBL,8.378431,0.015158,5.828507,4.474602,4.968784,0.056827,Human highest,0.015946,0.085033,0.619251
KCNK7,8.378431,0.015158,0.951089,0.169469,0.385651,0.056827,Human highest,0.015946,0.085033,0.619251
AMBRA1,8.378431,0.015158,7.659004,7.259622,7.492358,0.056827,Human highest,0.015946,0.085033,0.619251
RBMS3,8.378431,0.015158,4.304526,5.067332,4.878887,0.056827,NHP highest,0.015946,0.085033,0.619251
PSTPIP2,8.378431,0.015158,2.101184,3.265998,2.896347,0.056827,NHP highest,0.015946,0.085033,0.619251
CHIT1,8.378431,0.015158,0.6385,0.109758,0.284415,0.056827,Human highest,0.015946,0.085033,0.619251
SPA17,8.378431,0.015158,3.290573,2.380046,2.620726,0.056827,Human highest,0.015946,0.085033,0.619251
TMX3,8.378431,0.015158,6.702116,5.80447,6.014868,0.056827,Human highest,0.015946,0.085033,0.619251
SKI,8.378431,0.015158,5.843498,7.413481,6.991831,0.056827,NHP highest,0.015946,0.085033,0.619251
NSUN3,8.378431,0.015158,5.212917,3.724783,4.200773,0.056827,Human highest,0.015946,0.085033,0.619251
TMEM200A,8.378431,0.015158,4.130805,5.770471,5.267073,0.056827,NHP highest,0.015946,0.085033,0.619251
RASGRP1,8.378431,0.015158,5.862401,7.766068,7.203288,0.056827,NHP highest,0.015946,0.085033,0.619251
ACTG1,8.372549,0.015203,6.311039,9.783264,7.954412,0.056862,NHP highest,0.01303,0.724123,0.072172
CKAP5,8.372549,0.015203,6.569942,7.010933,6.68366,0.056862,NHP highest,0.01303,0.724123,0.072172
CNKSR2,8.372549,0.015203,9.433836,9.896215,9.249317,0.056862,NHP highest,0.359346,0.724123,0.012795
MAP9,8.372549,0.015203,6.096782,7.758774,6.571388,0.056862,NHP highest,0.01303,0.724123,0.072172
ZFP14,8.372549,0.015203,5.77059,3.014847,4.29948,0.056862,Human highest,0.01303,0.724123,0.072172
RBSN,8.372549,0.015203,5.123323,5.644994,5.323721,0.056862,NHP highest,0.01303,0.724123,0.072172
PDE6H,8.372549,0.015203,0.682904,1.857127,1.071019,0.056862,NHP highest,0.01303,0.724123,0.072172
PIH1D1,8.372549,0.015203,4.553997,3.102335,3.928953,0.056862,Human highest,0.01303,0.724123,0.072172
SLC25A42,8.372549,0.015203,5.393573,4.159792,4.87636,0.056862,Human highest,0.01303,0.724123,0.072172
SBNO2,8.350327,0.015373,3.140739,3.561446,3.989232,0.057423,Mouse highest,0.500147,0.01198,0.977256
RRAGB,8.350327,0.015373,5.631242,5.16101,4.864575,0.057423,Human highest,0.500147,0.01198,0.977256
ARID3A,8.350327,0.015373,4.538158,3.600406,3.400624,0.057423,Human highest,0.500147,0.01198,0.977256
TMEM9,8.350327,0.015373,4.625255,5.512236,5.739849,0.057423,Mouse highest,0.500147,0.01198,0.977256
SETDB1,8.350327,0.015373,5.24946,5.549137,5.827274,0.057423,Mouse highest,0.500147,0.01198,0.977256
FRK,8.340941,0.015445,3.592106,0.16814,1.135993,0.057679,Human highest,0.022028,0.052214,0.99125
SPTB,8.330719,0.015524,5.118636,6.028459,5.788617,0.057767,NHP highest,0.022137,0.052421,0.992139
TEX35,8.330719,0.015524,0.083438,0.646628,0.330479,0.057767,NHP highest,0.022137,0.052421,0.992139
CCR9,8.330719,0.015524,0.626458,1.280308,1.031106,0.057767,NHP highest,0.022137,0.052421,0.992139
USP46,8.330719,0.015524,5.770734,7.203784,6.773767,0.057767,NHP highest,0.022137,0.052421,0.992139
DRAXIN,8.330719,0.015524,1.872187,0.421354,0.737281,0.057767,Human highest,0.022137,0.052421,0.992139
ANKRD46,8.330719,0.015524,5.842458,7.341142,6.867229,0.057767,NHP highest,0.022137,0.052421,0.992139
SQLE,8.330719,0.015524,4.574914,3.837727,3.988798,0.057767,Human highest,0.022137,0.052421,0.992139
NFKB2,8.330719,0.015524,0.362154,2.92101,2.044498,0.057767,NHP highest,0.022137,0.052421,0.992139
MFSD2A,8.330719,0.015524,2.247307,0.844066,1.174917,0.057767,Human highest,0.022137,0.052421,0.992139
SCIMP,8.330719,0.015524,4.252898,0.196769,1.199677,0.057767,Human highest,0.022137,0.052421,0.992139
FBXO9,8.330719,0.015524,6.132642,6.988021,6.699945,0.057767,NHP highest,0.022137,0.052421,0.992139
KIF3B,8.330719,0.015524,5.927427,6.456707,6.299893,0.057767,NHP highest,0.022137,0.052421,0.992139
LRP8,8.330719,0.015524,4.962627,6.02364,5.778952,0.057767,NHP highest,0.022137,0.052421,0.992139
CHD4,8.330719,0.015524,5.52864,7.449118,6.887161,0.057767,NHP highest,0.022137,0.052421,0.992139
AQP1,8.327198,0.015551,2.402127,0.149724,0.605628,0.057854,Human highest,0.038723,0.028315,1.0
SBF1,8.316993,0.015631,4.135587,5.27235,5.133738,0.057957,NHP highest,0.038889,0.028446,1.0
UBR4,8.316993,0.015631,6.514862,5.927462,6.097523,0.057957,Human highest,0.038889,0.028446,1.0
TASP1,8.316993,0.015631,7.594371,6.763196,6.838166,0.057957,Human highest,0.038889,0.028446,1.0
CLK2,8.316993,0.015631,4.059772,5.307539,5.064768,0.057957,NHP highest,0.038889,0.028446,1.0
ENOPH1,8.316993,0.015631,4.950574,5.333189,5.282319,0.057957,NHP highest,0.038889,0.028446,1.0
SPATA32,8.316993,0.015631,0.75853,1.507214,1.477118,0.057957,NHP highest,0.038889,0.028446,1.0
CCNC,8.316993,0.015631,6.54987,5.539227,5.608585,0.057957,Human highest,0.038889,0.028446,1.0
SLC13A5,8.316993,0.015631,0.642607,2.539817,2.188771,0.057957,NHP highest,0.038889,0.028446,1.0
KIF13A,8.316993,0.015631,7.599819,5.067314,5.569484,0.057957,Human highest,0.038889,0.028446,1.0
KCNC3,8.316993,0.015631,4.523062,6.34714,6.087716,0.057957,NHP highest,0.038889,0.028446,1.0
USP22,8.316993,0.015631,6.470784,7.554784,7.307296,0.057957,NHP highest,0.038889,0.028446,1.0
SBK3,8.316993,0.015631,0.007765,1.216595,0.874049,0.057957,NHP highest,0.038889,0.028446,1.0
FUT11,8.316993,0.015631,3.280683,4.784788,4.482213,0.057957,NHP highest,0.038889,0.028446,1.0
MROH6,8.310747,0.01568,1.359795,0.058484,0.316062,0.058123,Human highest,0.14932,0.013324,1.0
HELT,8.304561,0.015729,0.0,0.39606,0.164315,0.058288,NHP highest,0.012481,0.198067,0.28306
HMGCLL1,8.301307,0.015754,6.609632,6.618465,5.986498,0.058354,NHP highest,1.0,0.118599,0.039768
AMT,8.301307,0.015754,3.871776,3.756957,4.652273,0.058354,Mouse highest,1.0,0.118599,0.039768
DIO2,8.300368,0.015762,1.356159,1.194062,0.490122,0.058366,Human highest,1.0,0.016309,0.44549
SPINK5,8.29193,0.015828,1.430186,0.022876,0.33071,0.058589,Human highest,0.036473,0.030806,1.0
MAST2,8.290196,0.015842,6.088598,6.397413,6.63268,0.058589,Mouse highest,1.0,0.016395,0.446237
LZTS3,8.290196,0.015842,6.555917,7.556685,5.929464,0.058589,NHP highest,1.0,0.228153,0.024342
GAD2,8.290196,0.015842,1.741908,2.087468,3.087384,0.058589,Mouse highest,1.0,0.016395,0.446237
CLDN11,8.290196,0.015842,1.63271,1.34484,0.793851,0.058589,Human highest,1.0,0.016395,0.446237
PBRM1,8.278431,0.015935,6.93893,7.026786,7.317024,0.05889,Mouse highest,1.0,0.024553,0.227749
INIP,8.278431,0.015935,4.890994,4.919818,5.198972,0.05889,Mouse highest,1.0,0.024553,0.227749
HARBI1,8.278431,0.015935,2.155103,2.341855,2.947473,0.05889,Mouse highest,1.0,0.024553,0.227749
NT5DC2,8.273235,0.015977,1.17901,0.036608,0.357024,0.058918,Human highest,0.014597,0.122009,0.460373
BTNL9,8.268677,0.016013,4.50414,0.06801,0.898546,0.058918,Human highest,0.13952,0.013969,1.0
TMEM212,8.268677,0.016013,0.417055,0.031402,0.138719,0.058918,Human highest,0.018739,0.072635,0.753814
FOXC1,8.26612,0.016034,0.015034,0.571638,0.038554,0.058918,NHP highest,0.15335,1.0,0.012141
DCSTAMP,8.264376,0.016048,0.648488,0.1438,0.107227,0.058918,Human highest,0.218218,0.012562,1.0
EID3,8.262295,0.016064,0.0,0.549824,0.191635,0.058918,NHP highest,0.012143,0.335255,0.170059
VSIG1,8.261202,0.016073,2.678714,0.0,0.695166,0.058918,Human highest,0.01857,0.074461,0.738984
SCG5,8.25817,0.016098,6.700471,7.840078,7.334168,0.058918,NHP highest,0.012171,0.335523,0.170244
RASSF3,8.25817,0.016098,3.944748,5.812338,4.580589,0.058918,NHP highest,0.012171,0.335523,0.170244
ZNF804A,8.25817,0.016098,7.427431,5.475973,6.569901,0.058918,Human highest,0.012171,0.335523,0.170244
RASSF2,8.25817,0.016098,1.424582,2.377523,1.835086,0.058918,NHP highest,0.012171,0.335523,0.170244
TRIM25,8.25817,0.016098,2.442235,0.182652,1.001765,0.058918,Human highest,0.012171,0.335523,0.170244
EXOC3L2,8.25817,0.016098,2.393669,0.7592,1.593087,0.058918,Human highest,0.012171,0.335523,0.170244
SUSD6,8.25817,0.016098,5.430998,6.282737,5.766854,0.058918,NHP highest,0.012171,0.335523,0.170244
ATP1B1,8.25817,0.016098,8.314697,9.907015,9.136164,0.058918,NHP highest,0.012171,0.335523,0.170244
JRKL,8.25817,0.016098,2.588397,3.710823,3.15477,0.058918,NHP highest,0.012171,0.335523,0.170244
PARP16,8.25817,0.016098,4.899168,3.341049,4.397451,0.058918,Human highest,0.012171,0.335523,0.170244
KCNJ2,8.25817,0.016098,2.799157,4.553804,3.745992,0.058918,NHP highest,0.012171,0.335523,0.170244
PGPEP1,8.25817,0.016098,4.729121,2.561447,3.614708,0.058918,Human highest,0.012171,0.335523,0.170244
OTOG,8.257072,0.016106,0.891075,0.0,0.379667,0.058918,Human highest,0.012324,0.428694,0.132382
GHRH,8.254248,0.016129,0.084002,0.193288,0.680319,0.058918,Mouse highest,0.756429,0.014031,0.674998
SPOCK2,8.254248,0.016129,5.3467,8.306963,7.965705,0.058918,NHP highest,0.218744,0.012631,1.0
ZDBF2,8.254248,0.016129,6.773083,5.492348,5.140288,0.058918,Human highest,0.218744,0.012631,1.0
MPDZ,8.254248,0.016129,7.984769,6.549226,6.760317,0.058918,Human highest,0.218744,0.012631,1.0
PCSK5,8.254248,0.016129,4.376385,5.70861,6.030458,0.058918,Mouse highest,0.218744,0.012631,1.0
SLAIN2,8.254248,0.016129,6.10906,5.126408,5.132725,0.058918,Human highest,0.218744,0.012631,1.0
MRPS10,8.254248,0.016129,3.550366,5.003781,5.221651,0.058918,Mouse highest,0.218744,0.012631,1.0
KCTD9,8.254248,0.016129,3.867778,2.825524,2.855557,0.058918,Human highest,0.218744,0.012631,1.0
SLC38A1,8.254248,0.016129,6.669244,6.424259,6.392002,0.058918,Human highest,0.218744,0.012631,1.0
MEDAG,8.254248,0.016129,0.549481,3.851589,3.264814,0.058918,NHP highest,0.218744,0.012631,1.0
PHF6,8.254248,0.016129,5.096329,5.758141,5.851128,0.058918,Mouse highest,0.218744,0.012631,1.0
CXCR5,8.254248,0.016129,0.142753,0.584348,0.790132,0.058918,Mouse highest,0.218744,0.012631,1.0
WNT3,8.254248,0.016129,3.626598,0.494874,0.993167,0.058918,Human highest,0.218744,0.012631,1.0
MBLAC2,8.254248,0.016129,4.451614,6.780505,6.366609,0.058918,NHP highest,0.218744,0.012631,1.0
VPS13A,8.254248,0.016129,8.097238,7.835612,7.757715,0.058918,Human highest,0.218744,0.012631,1.0
RAB7A,8.254248,0.016129,7.087795,7.32756,7.541533,0.058918,Mouse highest,0.756429,0.014031,0.674998
TANGO2,8.254248,0.016129,5.400691,6.635133,6.760497,0.058918,Mouse highest,0.218744,0.012631,1.0
CTNNA3,8.254248,0.016129,6.823322,7.710188,8.260226,0.058918,Mouse highest,0.218744,0.012631,1.0
CCDC77,8.254248,0.016129,3.595075,3.815701,4.588888,0.058918,Mouse highest,0.756429,0.014031,0.674998
LYAR,8.254248,0.016129,2.697256,3.933454,3.993848,0.058918,Mouse highest,0.218744,0.012631,1.0
B4GALT3,8.254248,0.016129,3.266928,4.816587,4.759297,0.058918,NHP highest,0.218744,0.012631,1.0
PPP4R1,8.254248,0.016129,5.94267,5.481611,5.334804,0.058918,Human highest,0.218744,0.012631,1.0
UBE2J2,8.254248,0.016129,4.86031,5.593714,5.922146,0.058918,Mouse highest,0.218744,0.012631,1.0
FHIT,8.254248,0.016129,8.177242,6.061053,6.289131,0.058918,Human highest,0.218744,0.012631,1.0
NDUFA2,8.254248,0.016129,3.43816,7.53219,7.243386,0.058918,NHP highest,0.218744,0.012631,1.0
UCK1,8.254248,0.016129,3.062658,4.174823,4.21992,0.058918,Mouse highest,0.218744,0.012631,1.0
LGSN,8.244169,0.016211,3.245218,0.116188,0.652998,0.0592,Human highest,0.175706,0.013283,1.0
APOC1,8.240536,0.01624,0.749745,0.105592,0.209286,0.059244,Human highest,0.072724,0.019103,1.0
MMP2,8.237895,0.016262,0.120653,0.08136,0.021694,0.059244,Human highest,1.0,0.026482,0.211845
ISM2,8.23268,0.016304,1.188839,0.360504,0.72854,0.059244,Human highest,0.014914,0.123497,0.463408
RNF170,8.23268,0.016304,6.114365,5.569472,5.856565,0.059244,Human highest,0.014914,0.123497,0.463408
TUBGCP2,8.23268,0.016304,5.380466,4.664848,5.037739,0.059244,Human highest,0.014914,0.123497,0.463408
STIM2,8.23268,0.016304,6.407595,7.195165,6.833744,0.059244,NHP highest,0.014914,0.123497,0.463408
FASTKD1,8.23268,0.016304,6.864878,3.622081,4.635082,0.059244,Human highest,0.014914,0.123497,0.463408
PIF1,8.23268,0.016304,1.856616,0.308683,0.780976,0.059244,Human highest,0.014914,0.123497,0.463408
PSMD6,8.23268,0.016304,4.005178,4.967777,4.615712,0.059244,NHP highest,0.014914,0.123497,0.463408
ZNF804B,8.23268,0.016304,8.014022,7.623274,8.658377,0.059244,Mouse highest,0.541106,0.50982,0.015926
ZNF791,8.23268,0.016304,4.332324,2.382535,3.106937,0.059244,Human highest,0.014914,0.123497,0.463408
CLN6,8.23268,0.016304,4.424996,2.535985,3.194771,0.059244,Human highest,0.014914,0.123497,0.463408
CCDC158,8.23268,0.016304,4.670782,0.973247,2.030743,0.059244,Human highest,0.014914,0.123497,0.463408
LIG1,8.23268,0.016304,3.434982,2.033681,2.707651,0.059244,Human highest,0.014914,0.123497,0.463408
GATA3,8.23268,0.016304,0.184146,0.038834,0.586124,0.059244,Mouse highest,0.541106,0.50982,0.015926
BCL3,8.23268,0.016304,0.981338,0.119324,0.395539,0.059244,Human highest,0.014914,0.123497,0.463408
ZNF420,8.23268,0.016304,5.971162,4.971896,5.442289,0.059244,Human highest,0.014914,0.123497,0.463408
GFPT1,8.23268,0.016304,6.325154,5.826724,6.03458,0.059244,Human highest,0.014914,0.123497,0.463408
SQSTM1,8.23268,0.016304,6.279052,7.614757,7.073826,0.059244,NHP highest,0.014914,0.123497,0.463408
PAM,8.23268,0.016304,8.368547,9.415848,9.080083,0.059244,NHP highest,0.014914,0.123497,0.463408
RHOT2,8.230542,0.016322,6.213152,5.267966,3.747566,0.059282,Human highest,0.048617,0.025308,1.0
PITX3,8.229885,0.016327,0.104456,0.0,0.028704,0.059282,Human highest,0.022954,0.055439,0.98542
GPR20,8.229885,0.016327,0.666331,0.0,0.200005,0.059282,Human highest,0.022954,0.055439,0.98542
IFRD1,8.205229,0.016529,5.957754,6.303653,5.318115,0.060003,NHP highest,0.783608,0.346993,0.019734
CCM2L,8.200245,0.016571,2.571761,0.211544,0.648905,0.060137,Human highest,0.049209,0.025672,1.0
WDR3,8.190196,0.016654,4.114062,3.574402,3.650946,0.060185,Human highest,0.049407,0.025794,1.0
FADS1,8.190196,0.016654,4.204196,4.961365,5.136175,0.060185,Mouse highest,0.049407,0.025794,1.0
CPNE8,8.190196,0.016654,7.754822,6.920362,6.309957,0.060185,Human highest,0.049407,0.025794,1.0
AFAP1L2,8.190196,0.016654,3.43513,0.252527,0.922195,0.060185,Human highest,0.049407,0.025794,1.0
CEP68,8.190196,0.016654,5.970166,4.835963,5.002233,0.060185,Human highest,0.049407,0.025794,1.0
CSMD1,8.190196,0.016654,12.816417,12.225854,12.328509,0.060185,Human highest,0.049407,0.025794,1.0
SPHK1,8.190196,0.016654,0.531043,1.597574,1.447679,0.060185,NHP highest,0.049407,0.025794,1.0
FAM8A1,8.190196,0.016654,4.444763,6.59029,6.092647,0.060185,NHP highest,0.049407,0.025794,1.0
RGSL1,8.190196,0.016654,1.099674,2.43443,2.27444,0.060185,NHP highest,0.049407,0.025794,1.0
DTWD1,8.190196,0.016654,6.68706,3.861385,4.546584,0.060185,Human highest,0.049407,0.025794,1.0
PMP22,8.190196,0.016654,2.080631,0.930018,1.038861,0.060185,Human highest,0.049407,0.025794,1.0
MEGF11,8.190196,0.016654,3.81838,5.600407,5.427068,0.060185,NHP highest,0.049407,0.025794,1.0
SLC25A41,8.190196,0.016654,3.484592,0.643732,1.253087,0.060185,Human highest,0.049407,0.025794,1.0
DNAJC14,8.190196,0.016654,2.724709,5.250147,4.630696,0.060185,NHP highest,0.049407,0.025794,1.0
GABBR1,8.190196,0.016654,6.343996,8.85191,8.181672,0.060185,NHP highest,0.049407,0.025794,1.0
